name,num,units,fall,spring,prereqs,coreqs
Modern Regression,36607,9,1,0,[],[]
Perspectives in Data Science II,36602,12,0,1,[],[]
Human Resource Management in Creative Enterprises,93716,6,1,0,[],[]
Multimedia Databases and Datamining,15826,12,1,0,[],[]
Special Topics in Software Systems:,15829,12,1,0,[],[]
Introduction to Parallel Distributed Processing,85419,9,0,1,"[[85211], [85213]]",[]
Managing Software Professionals,96783,12,0,1,[],[]
Advanced Data Analysis Methodology,36608,9,0,1,[],[]
Independent Study,90942,1,1,1,[],[]
Special Topic: Computational Methods for the Smart Grid,15484,9,1,0,[],[]
Ph.D. Proposal,42998,0,1,1,[],[]
Fundamentals of Embedded Systems,18342,12,1,0,[[824]],[]
"Logic Design Using Simulation, Synthesis, and Verification Techniques",18341,12,1,0,[[824]],[]
Digital Computation,18340,12,0,1,[[824]],[]
Introduction to Telecommunication Networks,18345,12,0,1,"[[18213, 36212], [18213, 36217], [18213, 36226]]",[]
Advanced Calligraphy I,51331,9,1,1,[[123]],[]
Embedded Real-Time Systems,18349,12,1,0,"[[18213], [18240]]",[]
Embedded Systems Engineering,18348,12,0,1,"[[18213], [18240]]",[]
Seminar on the Foundations of Statistics,80815,9,0,1,[],[]
Arabic Language and Culture II,82312,9,0,1,[],[]
Independent Study,90945,1,1,1,[],[]
Passport to the Arts,62110,9,1,1,[],[]
Independent Study,66307,6,0,1,[],[]
Badminton,69004,3,1,0,[],[]
Professional Issues in Biomedical Engineering,42201,3,1,1,[[210]],[]
The Information Systems Milieux,67250,9,1,0,[],[]
Special Topics: Applied Finite Element Analysis,24365,9,0,0,[[426]],[]
Sophomore BME Research Project,42200,3,1,1,[],[]
Supervised Reading in Particle Physics,33894,1,1,1,[],[]
Advanced Storage Systems,18746,12,0,1,[],[]
Rapid Prototyping of Computer Systems,18745,12,0,1,[],[]
Supervised Reading in Classical Physics,33897,1,1,1,[],[]
Energy Aware Computing,18743,12,1,0,[],[]
Supervised Reading Astrophysics,33892,1,1,1,[],[]
Supervised Reading in Nuclear Physics,33893,1,1,1,[],[]
Econometrics II,47812,6,1,0,[],[]
Mobile Application Development for iOS and Andriod,8723,6,0,1,[],[]
Data Structures for Application Programmers,8722,6,0,1,[],[]
Supervised Reading in Quantum Physics,33898,1,1,1,[],[]
Client-Side Web Technologies,8724,6,0,1,[],[]
Wireless Sensor Networks,18748,12,0,1,[],[]
Independent Study,90944,1,1,1,[],[]
Urban Design/ Build Studio,48504,18,1,0,[],[]
Law and Economics,90791,12,1,0,[],[]
Speculative Studio,48505,18,1,0,[[810]],[]
Topics in Rhetoric:,76225,9,0,1,[],[]
Furniture Studio,48506,18,1,0,[],[]
Studies in Literary Genre: Zombie Fiction:,76223,9,0,1,[],[]
Scenic Painting I,54238,6,0,1,[],[]
Lost Generation,76349,9,0,1,[[610]],[]
Mechanical Behavior in Extreme Enviroments,27727,6,0,1,[],[]
Computational Design Studio,48500,18,1,0,[[840]],[]
Materials for Energy Storage,27724,6,0,1,[],[]
Sustainable Design Studio,48501,18,1,0,[],[]
Urban Laboratory,48502,18,1,0,[],[]
Computational Perception,86675,12,1,0,[],[]
Synthetic Flows,48468,9,0,1,[],[]
Risk Analysis,90805,12,0,1,[],[]
EPP Internship in University Teaching,19760,3,1,1,[],[]
Web Application Security,67327,6,1,0,[[727]],[]
Enterprise Systems: Concepts and Practice,67323,9,0,1,[],[]
Foundation of Software Engineering,8613,12,1,0,[],[]
Embedded Control Systems,18474,12,0,1,"[[15213, 18370], [15213, 18396], [18243, 18370], [18243, 18396]]",[]
Special Topics in Renewable Energy Engineering,24292,9,0,0,[],[]
Islam and the Integration of Society,79378,9,1,0,[],[]
Scientific Research in Education,85736,9,0,1,[],[]
Elective Seminar: American Political Journalism,66230,9,0,1,[],[]
Mobile to Cloud: Developing Distributed Applications,67328,9,1,0,[[727]],[]
Technology Leadership Project,45984,12,0,1,[],[]
Special Topic in Signal Processing::,96842,12,0,0,[],[]
Advanced Seminar in Global Studies,79400,12,1,1,[],[[927]]
Study Abroad,66050,0,1,1,[],[]
Study Abroad,66051,0,0,1,[],[]
Data Structures for Application Programmers,95772,6,1,0,[],[]
Structural Biophysics,3871,12,1,0,"[[3231, 9214, 21120], [3231, 9214, 21122], [3231, 9345, 21120], [3231, 9345, 21122], [3232, 9214, 21120], [3232, 9214, 21122], [3232, 9345, 21120], [3232, 9345, 21122]]",[]
Principles of Economics,73100,9,1,1,[],[]
Freshman Seminar,73101,9,1,1,[],[]
Independent Study in Language and Culture-Advanced Level,82389,3,1,1,[],[]
Master of Science Project,24794,0,1,1,[],[]
Environmental Rhetoric,76719,9,1,0,[],[]
Second Language Acquisition: Theories and Research,82383,9,1,0,[[228]],[]
Policy Analysis Senior Project,88452,12,1,0,[],[]
Language Across the University,82385,3,0,1,[],[]
Operations Management,70371,9,1,1,"[[21257, 36202], [21257, 36220], [21257, 36247], [21257, 36310], [21257, 70207], [21292, 36202], [21292, 36220], [21292, 36247], [21292, 36310], [21292, 70207]]",[]
Policy Analysis Senior Project,88451,12,0,1,[],[]
Combustion and Air Pollution Control,24740,12,0,1,[],[]
Foundations of Programming Languages,15312,12,0,1,"[[15210, 15251], [15212]]",[]
Senior Research Project,6400,3,1,1,[],[]
Introduction to Engineering and Public Policy,19101,12,0,1,[],"[[21120], [21121], [33106]]"
Constructive Logic,15317,9,1,1,"[[15210], [15212]]",[]
Energy Policy,90808,6,0,1,[],[]
Independent Study,95903,1,1,1,[],[]
Cloud Computing,15319,9,1,1,[[521]],[]
Method and Theory in Historical Studies,79700,12,1,0,[],[]
Elementary Spanish II,82142,12,1,1,"[[82141], [82143]]",[]
Ph.D. Qualifying Examination,42997,0,1,1,[],[]
Topics in French and Francophone Studies,82416,9,0,1,"[[82303], [82304]]",[]
Elementary Spanish I,82141,12,1,1,[],[]
Decision Systems Seminar,90984,0,0,1,[],[]
Internship,91889,0,1,1,[],[]
Current Issues in K-12 Leadership II,91888,6,0,1,[],[]
Service Learning in the Community,82489,9,1,1,[],[]
MPM Capstone,91739,12,0,1,[],[]
Muslims in a Global Context: Central Asia,94849,3,0,1,[],[]
Managing Professional Development in School Environment,91887,6,0,1,[],[]
Fitness Instructor Training,69001,3,1,1,[],[]
Topics of Law: The Bill of Rights,88184,9,0,1,[],[]
Independent Study,95913,1,1,1,[],[]
Cognitive Development,85423,9,1,0,[[522]],[]
Doctoral Thesis Research,3900,5,1,1,[],[]
Topics in Law: 1st Amendment,88181,9,1,0,[],[]
Studio Independent Study,60499,5,1,1,[],[]
Technology and Policy Writing for Lay Audiences,19325,9,0,1,[],[]
Music in the Elementary School,57375,6,1,0,[[733]],[[735]]
Finale,57802,6,0,1,[],[]
Advanced Basketball Skills for Women,69002,3,1,0,[],[]
Literary Culture of Russia,76400,6,1,0,[],[]
Hot Glass III,62446,3,1,1,[[234]],[]
Process of Reading and Writing,76820,9,0,1,[],[]
Engineering the Materials of the Future,27100,12,1,1,[],"[[21120], [33106]]"
Strategic Presentation Skills,94718,6,1,1,[],[]
Visual/Verbal Communication,76828,9,1,0,[],[]
Practicum in Statistics,36997,1,1,1,[],[]
Senior Independent Study,51499,3,1,1,[],[]
Advanced Web Design,51328,9,1,1,"[[51224], [51327]]",[]
Combustion and Air Pollution Control,19740,12,0,1,[],[]
Introduction to Web Design,51327,9,1,0,[],[]
Basic 3D Prototyping,51324,4.5,0,1,[[120]],[]
Publishing on the World Wide Web,70643,9,1,1,[],[]
Advanced Digital Imaging,51322,4.5,0,1,[[130]],[]
Comprehensive Review (Analysis),57793,0,1,1,[],[]
Photographic Narrative,51321,9,1,0,"[[51134], [60141], [62141]]",[]
Acting I,57240,6,1,0,[],[]
Integrated Product Development,51814,12,0,1,[],[]
Introduction to Business Systems Programming,67211,6,1,1,[],[]
Comprehensive Review (Analysis Paper),57795,0,1,1,[],[]
Comprehensive Review (Notes),57794,0,1,1,[],[]
Electronic Commerce Technologies,95729,6,1,0,[],[]
Major Studio (Bagpipe),57522,9,1,1,[],[]
Undergraduate Reading and Research,16597,0,1,1,[],[]
Dalcroze Piano Improvisation,57351,3,1,1,[[735]],[]
Health Economics,73328,12,1,0,"[[21120, 21256, 73100, 73230], [21120, 21259, 73100, 73230]]",[]
Special Topics: Italian,82561,3,1,0,[],[]
Special Topics: Italian,82562,3,0,0,[],[]
Stochastic Calculus,21880,12,1,0,[],[]
Intelligent Information Systems Project,11792,12,0,1,"[[11791], [15393]]",[]
Design & Engineering of Intelligent Information Systems,11791,12,1,0,[],[]
Global Justice,80447,9,1,0,[],[]
Question Answering,11796,6,0,1,[],[]
Production Preparation Grad I,54761,9,1,0,[],[]
Global Justice,80747,9,1,0,[],[]
Structure of Materials (Minor Option),27211,6,1,0,[],[]
Phase Relations and Diagrams,27217,12,0,1,"[[27201], [27202], [27215]]",[[910]]
Transport in Materials,27216,9,0,1,[[721]],[]
Thermodynamics of Materials,27215,12,1,0,[],"[[21259], [27100]]"
Introduction to Italian Culture,82361,9,1,0,[[226]],[]
Graduate Core Course: Developmental,85710,9,1,0,[],[]
Smart Grids and Future Electric Energy Systems,19638,12,1,0,[],[]
Information Systems Project,95720,0,1,1,[],[]
Inner Geographies,60392,9,0,1,[],[]
Study Abroad,60050,0,1,0,[],[]
Study Abroad,60051,0,0,1,[],[]
Introduction to Functional Analysis,21640,12,0,1,"[[21621, 21651], [21651, 21720]]",[]
Information Systems Research Practicum,95721,24,1,1,[],[]
Elective Studio (Tuba),57139,3,1,1,[],[]
Elective Studio (Euphonium),57138,3,0,1,[],[]
Metrics for Software Engineers,96703,12,0,1,[],[]
Requirements Engineering,96702,12,1,0,[],[]
Elective Studio (Horn),57135,3,1,1,[],[]
Elective Studio (Saxophone),57134,3,1,1,[],[]
Elective Studio (Trombone),57137,3,1,1,[],[]
Elective Studio (Trumpet),57136,3,1,1,[],[]
Elective Studio (Oboe),57131,3,1,1,[],[]
Elective Studio (Flute),57130,3,1,1,[],[]
Elective Studio (Bassoon),57133,3,1,1,[],[]
Elective Studio (Clarinet),57132,3,1,1,[],[]
Inner Geographies,60492,10,0,1,[],[]
Policy Analysis Capstone,90878,12,1,0,[],[]
Basics of Financial Statement Literacy,95725,6,0,1,[],[]
Operations Research,90772,6,0,1,[],[]
Methodology of Visualization,51831,12,1,1,[],[]
Applied Machine Learning,11663,12,1,1,[],[]
Career Seminar,90982,0,1,1,[],[]
Language and Statistics,11661,12,0,1,[],[]
Practicum I,93887,1,1,0,[],[]
Independent Study,90974,1,1,1,[],[]
Music in the Urban School,57374,9,0,1,[[733]],[[735]]
Seminar: Deliberative Democracy: Theory & Practice,80635,9,0,1,[],[]
MRSD Project 1,16681,12,1,0,[],[]
MRSD Project II,16682,12,0,1,[],[]
Biomaterial/Host Interactions,42419,12,1,0,[],[]
Special Topics: Digital Signal Processing,11465,12,0,0,[],[]
English Diction,57220,3,1,0,[],[]
German Diction,57223,3,1,0,[],[]
French Diction,57222,3,1,0,[],[]
2D Media Studio: Painting,60250,10,1,0,"[[60151], [60160]]",[]
Jazz Orchestra,57227,3,1,1,[],[]
Chamber Music (String Quartet),57226,3,1,1,[],[]
Chamber Music,57229,3,1,1,[],[]
Chamber Music,57228,3,1,1,[],[]
Practicum in Biomedical Engineering,42790,6,1,1,[],[]
Costume Design for Dance,54441,5,1,0,"[[54245], [54341], [54347]]",[]
Career Strategies for Musicians,57359,3,1,0,[],[]
Professional Development in Clinical Psychology and Related Fields,85510,3,1,0,[],[]
Practicum in Child Development,85484,9,1,1,[[522]],[]
Internship in Psychology,85482,3,1,1,[],[]
Internship in Clinical Psychology,85480,6,1,1,"[[85251], [85261]]",[]
Seminar in Intervention,85481,9,1,0,[],[]
Production Preparation Grad I,54762,9,0,1,[],[]
Dalcroze Piano Improvisation,57350,3,1,1,[],[]
Dalcroze Piano Improvisation,57353,3,1,0,[[735]],[]
Understanding Memory and Memory Illusions,85131,0,0,1,[],[]
Software Engineering Seminar,17791,3,1,1,[],[]
M.S. Research,2700,1,1,0,[],[]
Sound Recording for Music Majors,57357,6,0,1,[],[]
Graduate Seminar,2702,3,1,1,[],[]
Secondary Guided Teaching,57355,3,0,1,"[[57332], [57336], [57356], [57360], [57361], [57362], [57363], [57375], [57607], [57608]]",[[737]]
Arts Marketing and Public Relations,93821,6,0,1,[],[]
Multidimensional Calculus,21268,10,0,1,"[[21122, 21241], [21122, 21242]]",[]
Vector Analysis,21269,10,0,1,[[124]],[]
Advanced Topics in Fundraising,93828,6,1,0,[],[]
Differential Equations,21260,9,1,1,[[112]],[]
Introduction to Ordinary Differential Equations,21261,10,0,1,[[112]],"[[21127], [21241]]"
Principles of Finance,95716,6,1,1,[],[]
Eurhythmics I,57761,3,1,0,[],[]
Graphic Media Management,70160,9,1,1,[],[]
Future Stages for Grad Designers II,54836,6,0,1,[],[]
Biological Foundations of Behavior,85219,9,1,0,[],[]
Teaching in Modern Language and Cultures I,82893,3,1,0,[],[]
Advanced DP3: Painting,60453,10,1,0,[[25]],[]
Experimental Design for Behavioral and Social Sciences,36749,12,1,0,[],[]
Healthcare Management,90721,6,0,1,[],[]
Practical Internship for Senior Chemical Engineering,6250,0,1,1,[],[]
Independent Study,36295,0,1,1,[],[]
Statistical Methods for Neuroscience and Psychology,36746,12,0,1,[],[]
Biomedical Engineering Laboratory,42203,9,1,1,"[[3121], [42101]]",[]
Physiology,42202,9,1,1,[],[[312]]
Interaction Design Overview,5392,9,0,1,[],[]
Designing Human Centered Software,5391,12,0,1,[],[]
Operations Management,45760,6,1,1,[],[]
Grad Stage Management Seminar,54764,3,0,1,[],[]
Applications of Cognitive Science,5395,9,0,1,[],[]
Financial Optimization,45988,6,1,0,[],[]
Human Information Processing and Artifical Intelligence,85213,9,1,0,"[[15122], [15150]]",[]
Design for the Stage,54231,6,1,0,[[417]],[]
Cyber Forensics Capstone,14832,12,0,1,[],[]
Voice/Alexander III,54305,5,1,0,"[[54105], [54106]]",[]
Big Data,45980,6,0,1,[],[]
Audience Engagement,93815,6,0,1,[],[]
"Bioorganic Chemistry: Peptides, Proteins and Combinatorial Chemistry",9719,12,1,0,[],[]
Teaching Assistantship,42996,2,1,1,[],[]
Ph.D. Thesis Research,42990,3,1,1,[],[]
Special Topics in AECM: BIM,48764,9,0,0,[],[]
Physical Organic Chemistry,9711,12,1,0,"[[9220], [9344]]",[]
Introduction to Green Chemistry,9710,12,0,1,[],[]
Ph.D Thesis Defense,42999,0,1,1,[],[]
Bioactive Natural Products,9716,6,0,1,"[[9218, 9222], [9220, 9222]]",[]
Physical Chemistry of Macromolecules,9715,12,1,0,[],[]
Advanced Organic Chemistry,9714,12,0,1,"[[9218], [9220]]",[]
Study Abroad,79050,0,1,0,[],[]
Graduate Lighting Design Skills,54767,2,1,0,[],[]
PhD Thesis Research,86800,6,1,1,[],[]
Acting III:,54301,5,1,0,"[[54201], [54202]]",[]
Digital Transformation,95722,6,1,1,[],[]
Elementary Guided Teaching,57356,3,1,0,[],[[737]]
Fundamentals of Mechanical Engineering,24101,12,1,1,[],"[[21115], [21116], [33106]]"
Fundamentals of Finance,95726,6,0,1,[],[]
Economic Analysis,95710,6,1,1,[],[]
Topology,21465,9,1,0,"[[21355], [21373]]",[]
Women and Public Policy,90703,6,0,1,[],[]
Practicum,90701,1,1,1,[],[]
Heinz School Review,90700,1,1,1,[],[]
Graduate Stage Management Seminar,54839,3,1,0,[],[]
Policy Analysis I,90705,12,1,1,[],[]
Thesis/Project,48769,18,1,1,[],[]
Automated Lighting Workshop,54527,3,1,1,[],[]
Electromechanics,18401,12,1,0,[[830]],[]
LTI Practicum,11935,1,1,1,[],[]
Dance Lighting Design,54524,3,0,1,[],[]
Graduate Scenography,54831,6,1,0,[],[]
Graduate Make-Up for Designers,54830,6,0,1,[],[]
Costume Crafts: Distressing Techniques,54833,4,1,0,[],[]
Dissertation Research,11930,1,1,1,[],[]
Movement III,54307,5,1,0,[[410]],[]
Voice/Alexander III,54306,5,0,1,"[[54105], [54106], [54305]]",[]
Internship,18994,5,0,1,[],[]
Practicum in Electrical and Computer Engineering,18995,0,1,1,[],[]
ECE Graduate Teaching Internship,18992,12,0,1,[],[]
Acting III:,54302,5,0,1,[[430]],[]
Reading and Research,18990,0,1,1,[],[]
ECE Graduate Teaching Internship,18991,1,1,0,[],[]
Theatre Lab II,54710,9,0,1,[],[]
Entrepreneurship Practicum: Apprentice,70419,9,1,1,[],[]
Financing Entrepreneurship Ventures,70418,9,1,0,[],[]
Accents for the Stage,54309,6,1,0,[],[]
Web Application Development,15637,12,1,1,[],[]
Collaborative Piano VI,57386,3,1,1,[[738]],[]
Phase Transformations in Solids,27582,9,0,1,[],[]
Movement III,54308,5,0,1,[[430]],[]
Intellectual Property and E-Commerce,70366,6,0,1,[[610]],[]
Opera Since Wagner,57912,9,1,0,[],[]
Management Methods,90731,12,1,0,[],[]
Integrated Product Development,39600,12,0,1,[],[]
Engineering Design Projects,39606,12,0,1,[],[]
Engineering Design Projects,39605,12,1,0,[],[]
"Tutoring, Teaching and Leading through Education",99761,12,0,1,[],[]
Advanced CP: Special Topic:,60480,10,0,0,[],[]
Grad Screenwriting II,54788,15,0,1,[],[]
Intermediate Chinese I,82231,12,1,0,"[[82132], [82134], [82135]]",[]
Graduate Stage Management I,54781,3,1,0,[],[]
Mechatronic Design,18578,12,0,1,"[[18348, 18370], [18349, 18370], [18474]]",[]
Colloquium,54786,9,0,1,[],[]
Colloquium,54785,9,1,0,[],[]
Graduate Directing: Future Stages I,54784,9,0,1,[],[]
"Materials, Energy and Environment",99238,9,1,0,[],[]
Writing for Multimedia,76781,12,1,0,[],[]
Graduate Design Seminar II: Topics in Communication Design,76780,9,0,1,[],[]
Narrative & Argument,76787,9,1,0,[],[]
Introduction to Data Structures,15121,10,1,1,"[[15110], [15112]]",[]
Principles of Imperative Computation,15122,10,1,1,[[511]],[[112]]
Major Studio (Composition),57521,9,1,1,[],[]
Rhetorical Grammar,76789,9,1,0,[],[]
Freshman Immigration Course,15128,1,1,0,[],[]
Freshman Immigration Course II,15129,3,1,0,[],[]
Warmup,54012,1,0,1,[[401]],[]
Warmup,54011,1,1,0,[],[]
China Today,99332,3,1,0,[],[]
MUD Graduate Seminar,48712,3,0,1,[],[]
Student Taught Courses (StuCo): Interactive Fiction,98228,3,0,1,[],[]
Process of Reading and Writing,76420,9,0,1,[[610]],[]
Independent Study in HCI-UG,5589,3,1,1,[],[]
Student Taught Courses (StuCo): Public Speaking for Leaders,98229,3,1,1,[],[]
Service Management:  Go-To-Marketing Strategy and Operations,45965,6,0,1,[],[]
Supervised Reading,27454,3,1,1,[],[]
"Memory, History and the Archives",79740,12,1,0,[],[]
Special Topics in Culinary Mechanics,24358,9,0,0,[],[]
Microeconomics I,47800,6,1,0,[],[]
Sustainable Operations,45960,6,1,0,[],[]
Macroeconomics I,47802,6,1,0,[],[]
Simulation of Production and Service Systems,45962,6,1,0,[],[]
Dynamic Systems and Controls,24352,12,0,1,"[[21260], [24261], [33107]]",[]
Dynamics,24351,10,1,0,[[426]],[]
Elective Seminar: Campaigns and Elections,66334,12,0,1,[],[]
Special Topics in Material Selection for Mechanical Engineers,24357,9,0,0,[],[]
Elective Seminar: The Theater of Politics,66332,12,0,1,[],[]
Modern Dance Workshop,62102,6,1,0,[],[]
Modern Dance Workshop,62103,6,0,1,[],[]
Applied Stochastic Processes,18751,12,1,0,[],[]
"Estimation, Detection and Identification",18752,12,0,1,[],[]
Information Theory,18753,12,0,1,[],[]
Error Control Coding:  Theory and Applications,18754,12,1,0,[],[]
Topics in Rhetoric:,76324,9,1,0,[],[]
Packet Switching and Computer Networks,18756,12,1,0,[],[]
Honors Chemistry: Fundamentals Concepts and Applications,9107,10,1,0,[],[]
Wireless Communications,18758,12,1,0,[],[]
Wireless Networks,18759,12,0,1,[],[]
Managing Analytics Projects,95870,6,1,0,[],[]
Basketball Skills,69136,3,1,1,[],[]
Computing @ Carnegie Mellon,99102,3,1,1,[],[]
Violin Studio Performance Class,57015,0,1,1,[],[]
Arab-Israeli Conflict and Peace Process since 1948,79230,9,0,1,[],[]
Student Taught Courses (StuCo): Introduction to Esperanto,98220,3,1,0,[],[]
Literature and Sciences,76252,9,1,0,[],[]
Craft of Software Development,96838,12,0,1,[],[]
Volleyball,69131,3,1,1,[],[]
Advanced Tennis,69132,3,1,0,[],[]
